INCHI,SMILES,IC50,pIC50
QKKNHIUIKMOSQI-UHFFFAOYSA-N,COCCOc1cc2ncnc(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)c2cc1OCCOC,230,6.638272164
SLSKTJBHIGULOP-RMKNXTFCSA-N,CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,100,7
CZGNRKPPNUUZNJ-UHFFFAOYSA-N,O=C1CSC(NN=C2CCCCCC2)=N1,47000,4.327902142
PQMINPFSUDRKEW-JXMROGBWSA-N,CCOc1cc2ncnc(Nc3ccc(NS(=O)(=O)c4ccccc4)cc3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,290,6.537602002
NLUWZXLRLCWBRQ-UHFFFAOYSA-N,O=C(Cc1ccc(Cl)cc1)NS(=O)(=O)c1ccccc1,13070,4.883724412
LJRGBEPLXWZRBM-VOTSOKGWSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C(C)C)C(C)C,32,7.494850022
LVXJQMNHJWSHET-AATRIKPKSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,46,7.337242168
KJZFJLLCNRUWRW-UUILKARUSA-N,O=C1CSC(N/N=C/c2cc(F)ccc2O)=N1,3590,5.444905551
QSDHRATYXWRXIW-UHFFFAOYSA-N,Oc1c(Cl)cc(Cl)cc1CN(Cc1ccc(F)cc1)C(=S)Nc1ccccc1,6490,5.187755303
DXXKYWAAEKIENQ-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NC(=O)Cc2cccc(Br)c2)cc1,27890,4.554551486
HMLZGBGVRSDTPO-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(Br)c5)cc4)c3c2)o1,100,7
IJCQFRPHONNGRV-UHFFFAOYSA-N,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3cc[nH]n3)cc2Cl)c1,66,7.180456064
NLIUCSKZGNJKGU-UHFFFAOYSA-N,NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccn5)c4)c23)CC1,35,7.455931956
KARCTBDGAQJPSD-MDWZMJQESA-N,Cc1ccccc1-c1ccc2c(ccn2Cc2coc(/C=C/c3ccc(C(F)(F)F)cc3)n2)c1,13340,4.87484417
YBEIPHUFRFGXCJ-SNAWJCMRSA-N,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,14,7.853871964
SCKMFGVJIOSCPI-UHFFFAOYSA-N,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(F)cc2)=N1,18120,4.741841807
VSXDSBHUFXBAHM-OAQYLSRUSA-N,N[C@@H]1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,70,7.15490196
SEBXYMBDVHCYBM-JXMROGBWSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccnc5ccccc45)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,1184,5.926648298
XGALLCVXEZPNRQ-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,261,6.583359493
RHNCTEJANSMRNV-UHFFFAOYSA-N,C#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1.9,8.721246399
FDLNUHGKXIYPDA-DHZHZOJOSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(NCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,103,6.987162775
QTJJFCPBQRQZAR-UHFFFAOYSA-N,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ccccc3)cc2Cl)c1,780,6.107905397
SYYWHQJNQNTVHC-UHFFFAOYSA-N,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(Br)cc2)=N1,3650,5.437707136
SGYAQGSCPQGXLC-UUOWRZLLSA-N,C[C@@H](c1cccc(F)c1)n1ncc2cc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)ccc21,510,6.292429824
JCUNURGXJBYRFK-UHFFFAOYSA-N,CCCCN(CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)CCCC,464,6.333482019
OHTDLFZNDQLWPF-UHFFFAOYSA-N,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(Oc4ccc(C(=O)NCC(C)(C)C)cc4)c(C)c3)c2c1,140,6.853871964
BIMWWQTZLQPHIF-LFYBBSHMSA-N,O=C1CSC(N/N=C/c2cccc(Br)c2)=N1,10260,4.988852639
IZUCNCXKMINXNV-UHFFFAOYSA-N,N#Cc1ccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)cc1,720,6.142667504
FHMSATXRXOSDEN-UHFFFAOYSA-N,COCCOc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)c2c1,27,7.568636236
YEPXWQYPHRMSJL-DHZHZOJOSA-N,Cc1ccccc1NCc1coc(/C=C/c2ccc(C(F)(F)F)cc2)n1,440,6.356547324
RKYBUDCAJWXFQO-QFIPXVFZSA-N,COc1cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1COC[C@@H]1CNCCO1,250,6.602059991
UPLFXZLXSLLHMJ-UHFFFAOYSA-N,O=C(Nc1ccccc1)N(Cc1ccc(O)cc1)Cc1cc(Cl)cc(Cl)c1O,2210,5.655607726
XWNXMJQZGQBBQD-JXMROGBWSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4Cl)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,10,8
RRURVOSFXQLYQR-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Br)c4)c3c2)o1,25,7.602059991
DELBGJJGZCXRER-UHFFFAOYSA-N,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccccc1,8410,5.075204004
RWQIOAPAHWFTMQ-UHFFFAOYSA-N,Cn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,11,7.958607315
QDRWCBFRDFJYSO-AATRIKPKSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(Cn4ccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,1055,5.97674754
ZHZWYRTUDRRTNI-UHFFFAOYSA-N,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(Oc4cccc(C(=O)NC5CCC5)c4)c(C)c3)c2c1,230,6.638272164
LWXXXBLCUHRMAR-UHFFFAOYSA-N,CCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,406,6.391473966
KZVDSZYFRUKCEQ-RMKNXTFCSA-N,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,62,7.207608311
VDXVVMLTFUWAMZ-VMPITWQZSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccs4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,131,6.882728704
SJISLOFCWOMXJD-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncn(CC)c(=O)c23)c1,84,7.075720714
DRLWGTWSWZETCV-IPPBACCNSA-N,COc1ccc(/N=C/c2c(N)ncnc2Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)cc1,118,6.928117993
HJOLBCDSMBNJFV-XYOKQWHBSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1COC,171,6.76700389
SOXYLYNQTNNXEV-UHFFFAOYSA-N,Oc1ccc(CN(Cc2cccc(Br)c2O)C(=S)Nc2ccccc2)cc1,660,6.180456064
VBWQGJTVHGEOPP-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(-c2c[nH]c3ncnc(Nc4ccc(OCN5C(=O)c6ccccc6C5=O)cc4)c23)c1,4.5,8.346787486
URLZPDCQQKRKNR-VZOQVYJPSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(O[C@H](C)c4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,76,7.119186408
PQZPBNCXXDWVJL-IZZDOVSWSA-N,FC(F)(F)c1ccc(/C=C/c2nc(Cn3ccc4cc(-c5cccc(Br)c5)ccc43)co2)cc1,250,6.602059991
MZVYVYXQVKSACU-AATRIKPKSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cc(F)cc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,388,6.411168274
GCUYIMVZVRRUPD-ONEGZZNKSA-N,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,2,8.698970004
HBNMFZZQCIPDOK-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(C(F)(F)F)c4)c3c2)o1,200,6.698970004
JJHHXMMEZIIKRB-UHFFFAOYSA-N,COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,420,6.37675071
MLYHNVDOBUQIID-UHFFFAOYSA-N,CNC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,54,7.26760624
SZVAKAGCAKQORO-UHFFFAOYSA-N,Cc1ccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2C)cn1,60,7.22184875
GTTKYEXGNWQYRL-UHFFFAOYSA-N,CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,9960,5.001740662
NCIQGHZNVPEPHS-UHFFFAOYSA-N,Clc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,3070,5.512861625
FLFHZVYTVPANLR-UHFFFAOYSA-N,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,12,7.920818754
QYBXJSPKRPAHQB-UHFFFAOYSA-N,CCC(=O)Nc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cc1OC,419,6.377785977
HZSFWOABFOFUGI-UHFFFAOYSA-N,Fc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,2010,5.696803943
OXAZPVDJCIJPFP-UHFFFAOYSA-N,Clc1cccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,8.3,8.080921908
KNPKMRVTWSOBDS-UHFFFAOYSA-N,CC(=O)N1N=C(c2ccc(F)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,4070,5.390405591
JHKMFBABCJZIJU-UHFFFAOYSA-N,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(C)cc3)C2)cc1,7350,5.133712661
DSSWGWQQJUPPOG-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(-c2c[nH]c3ncnc(Nc4ccc5c(ccn5Cc5ccccc5)c4)c23)c1,7.9,8.102372909
DVUATEKKQZRNJW-RMKNXTFCSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCSCC1,29,7.537602002
UASPTJWQFPYJIQ-DHZHZOJOSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(Oc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,184,6.735182177
LOFBARGGJCBDJT-UHFFFAOYSA-N,CN(CCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21)C(=O)CO,5.7,8.244125144
PWLHYVUELGJGPD-QPJJXVBHSA-N,O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cn1,53,7.27572413
QCSMBZIRYHZMOU-UHFFFAOYSA-N,CC(=O)Nc1ccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1,1820,5.739928612
JDRIEMWAOXMCLE-UHFFFAOYSA-N,CC(C)(C)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,6.1,8.214670165
YROLHQZDEFQCCR-UHFFFAOYSA-N,O=S(=O)(CCO)CCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,12,7.920818754
UXFJZTSGDOCCSL-UHFFFAOYSA-N,Cc1ccn2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,430,6.366531544
OMZCMEYTWSXEPZ-UHFFFAOYSA-N,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,15.5,7.809668302
FFUCSRRMOMZORD-KPKJPENVSA-N,Fc1ccccc1-c1ccc2c(ccn2Cc2coc(/C=C/c3ccc(C(F)(F)F)cc3)n2)c1,12140,4.915781313
ZVMCAELHFXHTMC-VZUCSPMQSA-N,O=C1CSC(N/N=C/c2ccc(O)cc2)=N1,6930,5.159266765
SDGNMBQUZIXYSU-UHFFFAOYSA-N,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(Cl)cc2)=N1,4830,5.316052869
LPFWVDIFUFFKJU-UHFFFAOYSA-N,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,12,7.920818754
YDUHWIGPWFJEMF-NTEUORMPSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1C(C)CCCC1C,412,6.385102784
BDCAOKLPNVNFEL-UHFFFAOYSA-N,[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6ccccc6)c(Cl)c5)c4c3)o2)CC1,23,7.638272164
DMMPWCJPEZQOPE-UHFFFAOYSA-N,CC(=O)N1N=C(c2ccc(I)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,2750,5.560667306
WFWGCFGIGNLAGO-UHFFFAOYSA-N,FC(F)(F)c1cccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,30,7.522878745
ULMZSUGIZVDJDK-JXMROGBWSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccc5ccccc5c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,18,7.744727495
FIENMRUUADTWJC-NSKAYECMSA-N,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,12,7.920818754
RZEMPBRXCDBLDH-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)cc4)c3c2)o1,31,7.508638306
BQKAPRHCWWQTIM-OKFCBPFISA-N,CCOc1cc2ncnc(Nc3ccc(Oc4cc5nncn5cn4)c(C)c3)c2cc1NC(=O)/C(F)=C\[C@@H]1CCCN1C,3.68,8.434152181
BFBSQOKQECCEPF-UHFFFAOYSA-N,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CNC6CCNCC6)c45)ccc32)c1,76,7.119186408
HBCSFXYVXXYAFA-UHFFFAOYSA-N,CCCCN(Cc1cccc(Cl)c1O)C(=S)Nc1ccccc1,32540,4.487582451
BTYYWOYVBXILOJ-UHFFFAOYSA-N,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,17,7.769551079
LOLCZXRSTYWMQO-UHFFFAOYSA-N,COc1ccc(CC(=O)NS(=O)(=O)c2ccc(Br)cc2)cc1,25030,4.60153915
CJHNARCORXPMOD-DVECYGJZSA-N,C[C@H](c1ccccc1)n1ncc2cc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)ccc21,130,6.886056648
JUXPIUCKZXFRKA-GQCTYLIASA-N,COc1cc2ncc(C#N)c(Nc3ccc(Sc4ncccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,348,6.458420756
HNYGKXWZBOTZFA-RMKNXTFCSA-N,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cn1,100,7
NPKZOJCZCANPQC-UHFFFAOYSA-N,NC(=S)N1N=C(c2ccc(F)cc2)CC1c1cccc2ccccc12,10630,4.973466735
GOAJIFLFYKGQGD-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(-c2c[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)c1,11,7.958607315
AIIKLMJLYXDANE-AWNIVKPZSA-N,Cc1ccc(-c2ccc3c(ccn3Cc3coc(/C=C/c4ccc(C(F)(F)F)cc4)n3)c2)cc1,34720,4.459420283
AYIGALYNJFDMRN-UHFFFAOYSA-N,Clc1ccccc1Oc1ccc(Nc2ncnc3cc[nH]c23)cc1Cl,11,7.958607315
ATULKYAWEUGYSF-UHFFFAOYSA-N,CCC(=O)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cc1OC,153,6.815308569
HBFLTOMPSWKWMR-RMKNXTFCSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCOCCOCCOCC1,603,6.219682688
FSIMWMZEBKRAMX-UHFFFAOYSA-N,CS(=O)(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,45,7.346787486
JLBVWHHVKVXOOR-UHFFFAOYSA-N,O=S(=O)(CCOCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1ccccc1,28,7.552841969
VHGQJLWYOGRRAE-UHFFFAOYSA-N,O=C(CO)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,4.3,8.366531544
WVUNYSQLFKLYNI-AATRIKPKSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,1230,5.910094889
YMGSXLGOBDZXQH-AATRIKPKSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(N4CCOCC4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,2600,5.585026652
JCKROJPFLFDBOF-JXMROGBWSA-N,Cc1cccc(NCc2coc(/C=C/c3ccc(C(F)(F)F)cc3)n2)c1,860,6.065501549
XRZUOLFZBNANGA-RMKNXTFCSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(Cl)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,8,8.096910013
CXWGFZRBLKUTRZ-UHFFFAOYSA-N,Cc1cc(Nc2ncnc3cnc(N4CCOCC4)cc23)ccc1OC1CCN(C(=O)CC(C)(C)C)CC1,23,7.638272164
BIHYRPIDCXHQKD-FMIVXFBMSA-N,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,19,7.721246399
JSFBWAVHVHBINF-AELAXVIFSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(O[C@H]4CCc5ccccc54)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,9800,5.008773924
WHAIZABWYXHNPG-DHZHZOJOSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1,59,7.229147988
OPNDDDWRINRRDK-UHFFFAOYSA-N,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(Oc4cccc(C(=O)NCC(C)(C)C)c4)c(C)c3)c2c1,130,6.886056648
WTCWMZHEAXFWPJ-UHFFFAOYSA-N,N#Cc1cc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2n1CCOCCO,19,7.721246399
HHAXMCRVXIYOJR-UHFFFAOYSA-N,Cc1cccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,4.6,8.337242168
SUNYHTNCCXSBQC-UHFFFAOYSA-N,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(Cl)cc2)=N1,9960,5.001740662
XFEHHJQRPUGUMO-UHFFFAOYSA-N,NC(=S)N1N=C(c2ccc(F)cc2)CC1c1ccc2ccccc2c1,1750,5.756961951
BCGJQZHTJZOQHC-UHFFFAOYSA-N,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(Br)cc2)=N1,3840,5.415668776
YFFJOYPDJLFBBC-KPKJPENVSA-N,FC(F)(F)c1ccc(/C=C/c2nc(Cn3ccc4cc(-c5ccccc5Br)ccc43)co2)cc1,9280,5.032452024
WYWVXEDYXGGHGR-UHFFFAOYSA-N,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)CC(C)(C)C)CC4)c(C)c3)c2c1,94,7.026872146
IOFSQNYFJYCKST-UHFFFAOYSA-N,COc1ccc(C2CC(c3ccc(C)cc3)=NN2C2=NC(=O)CS2)cc1,6230,5.205511953
QIZIADMZXFUUMW-UHFFFAOYSA-N,CC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,8270,5.08249449
QNLDNZHJFQMGHT-UHFFFAOYSA-N,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(O)cc1,6580,5.181774106
VZMNZEALGODQPC-JXMROGBWSA-N,COc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)cc3)c2cc1NC(=O)/C=C/CN(C)C,363,6.440093375
IYNUCTYYDUIRAG-UHFFFAOYSA-N,CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)ncnc2cc1OC,286,6.543633967
ACNYXAIBELJFSP-JLHYYAGUSA-N,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C(C)C)C(C)C,30,7.522878745
XJKTUTUQMCPTDY-UHFFFAOYSA-N,NC1CCN(Cc2ccn3ncnc(Nc4ccc(OCc5cccc[n+]5[O-])c(Cl)c4)c23)CC1,18,7.744727495
CZRDEUGQKBEMMH-VQHVLOKHSA-N,CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)cc3)c2cc1NC(=O)/C=C/CN1CCCC1,278,6.555955204
QVXSGBCTYAQMEU-UHFFFAOYSA-N,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(F)cc2)=N1,6350,5.197226275
VEQYCEHJTJSHLO-UHFFFAOYSA-N,O=C(CCO)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,2.8,8.552841969
BHBAKAMXKOEGOS-NYYWCZLTSA-N,COc1ccc(NCc2coc(/C=C/c3ccc(C(F)(F)F)cc3)n2)cc1,1840,5.735182177
AWTAJVRCTGKUAG-UHFFFAOYSA-N,Cc1ncc([N+](=O)[O-])n1CC(=O)NS(=O)(=O)c1ccc(F)cc1,1530,5.815308569
IGODIYJKZLOCRX-UHFFFAOYSA-N,NCCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,60,7.22184875
FJDMHKWYJAGTLG-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncnc(Nc4ccc(O)cc4)c23)c1,3.9,8.408935393
ATUGWBRHDFGSKE-UHFFFAOYSA-N,Cc1cc(C)c(O)c(CN(Cc2ccc(O)cc2)C(=S)Nc2ccccc2)c1,9470,5.023650021
XCGWRJUUHHWCDA-UHFFFAOYSA-N,O=C(Nc1ccccc1)N(Cc1ccc(F)cc1)Cc1cc(Br)cc(Br)c1O,12420,4.905878404
JFPGALAHAHQULC-UHFFFAOYSA-N,NCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,90,7.045757491
URLZPDCQQKRKNR-ZRFOIIEFSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(O[C@@H](C)c4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,26000,4.585026652
PXBVPDIMCOILPS-UHFFFAOYSA-N,CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Br)c4)ncnc3cn2)CC1,0.5,9.301029996
LRPCGYUQHZRYLM-ONEGZZNKSA-N,COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4cc5nncn5cn4)c(C)c3)c2c1,2.55,8.59345982
RDNWDRUSXRDQOG-UHFFFAOYSA-N,NC(=S)N1N=C(c2ccc(Br)cc2)CC1c1cccc2ccccc12,9150,5.038578906
QIHGEXNGPGTFID-UHFFFAOYSA-N,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COCC6CNCCOC6)c45)ccc32)c1,140,6.853871964
VAEBOYGSUMEZLQ-SNAWJCMRSA-N,COc1cc2ncc(C#N)c(Nc3ccc(Sc4nccs4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,83,7.080921908
FQGVUAQWOXXERW-UHFFFAOYSA-N,CCN(CC)CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,46,7.337242168
BQKAPRHCWWQTIM-PDEZOQIOSA-N,CCOc1cc2ncnc(Nc3ccc(Oc4cc5nncn5cn4)c(C)c3)c2cc1NC(=O)/C(F)=C\[C@H]1CCCN1C,7.3,8.13667714
UBFCLBFICUWUFP-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncn(CC(C)C)c(=O)c23)c1,321,6.493494968
FGRLMKPQWLULDU-UHFFFAOYSA-N,COCCOc1cc2ncnc(Nc3ccc(OC4CCN(C(=O)C5CCCC5)CC4)c(C)c3)c2cc1OCCOC,77,7.113509275
ZJLGUUXMOOWUTC-HSTAZWAASA-N,Cc1cc(Nc2ncnc3cc(O)c(NC(=O)/C=C/[C@H]4CCCN4C)cc23)ccc1Oc1ccn2ccnc2c1,1.7,8.769551079
VYIOEWGYVSVAKJ-UHFFFAOYSA-N,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Br)cc3)C2)cc1,2750,5.560667306
BQZMCLZHBMFQQD-AATRIKPKSA-N,COc1cc2ncc(C#N)c(Nc3ccc(Sc4nccn4C)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,155,6.809668302
AILSWWUTQDGMFN-JXMROGBWSA-N,COc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,39,7.408935393
GHQPLJWMCNPRIH-UHFFFAOYSA-N,CCCCN(CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)CCCC,67,7.173925197
BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,183.9333333,6.735339559
